Year,NOC,Continent,PIB,Medals,PIB/MEDALS
1984,NIC,North America,3105517091.41379,0,0.0
1984,NLD,Europe,143912664148.352,41,3510064979.2280974
1984,NOR,Europe,62057955032.7758,19,3266208159.619779
1984,NPL,Asia,2581207387.79709,0,0.0
1984,NZL,Oceania,21665975318.8842,23,941998926.9080087
1984,OMN,Asia,8821366531.55762,0,0.0
1984,PAK,Asia,31151825467.4978,16,1946989091.7186124
1984,PAN,North America,6183387100.0,0,0.0
1984,PER,South America,17584444209.7983,1,17584444209.7983
1984,PHL,Asia,35730202751.1124,0,0.0
1984,PNG,Oceania,2552526263.0759,0,0.0
1984,PRI,North America,19162600000.0,2,9581300000.0
1984,PRT,Europe,25217969049.5755,3,8405989683.1918335
1984,PRY,South America,4502462807.13993,0,0.0
1984,QAT,Asia,6704395824.17582,0,0.0
1984,RWA,Africa,1587412957.22263,0,0.0
1984,SAU,Asia,119624918955.732,0,0.0
1984,SDN,Africa,10447615384.6154,0,0.0
1984,SEN,Africa,3485165160.52964,0,0.0
1984,SGP,Asia,19749361097.965,0,0.0
1984,SLB,Oceania,181570454.320107,0,0.0
1984,SLE,Africa,1087471861.98928,0,0.0
1984,SLV,North America,3661683400.0,0,0.0
1984,SOM,Africa,788307213.438235,0,0.0
1984,SUR,South America,864000000.0,0,0.0
1984,SWE,Europe,109201362581.3,64,1706271290.3328125
1984,SWZ,Africa,494475699.857656,0,0.0
1984,SYC,Africa,151313241.982492,0,0.0
1984,SYR,Asia,19195414012.7389,1,19195414012.7389
1984,TCD,Africa,919103735.318714,0,0.0
1984,TGO,Africa,718148959.610872,0,0.0
1984,THA,Asia,41797592963.4424,1,41797592963.4424
1984,TON,Oceania,64248354.5414656,0,0.0
1984,TTO,North America,7757083333.33333,0,0.0
1984,TUN,Africa,8254891864.05767,0,0.0
1984,TUR,Asia,59989909457.8379,3,19996636485.945965
1984,UGA,Africa,3615647477.05434,0,0.0
1984,URY,South America,4850241442.17643,0,0.0
1984,USA,North America,4037613000000.0,361,11184523545.706371
1984,VEN,South America,60010285714.2857,3,20003428571.428566
1984,WSM,Oceania,109200934.328518,0,0.0
1984,ZMB,Africa,2739444444.44444,1,2739444444.44444
1984,ZWE,Africa,6352125900.0,0,0.0
1988,ABW,North America,596648044.692737,0,0.0
1988,AGO,Africa,8769250549.79947,0,0.0
1988,AND,Europe,721425939.15155,0,0.0
1988,ARE,Asia,36275674203.2144,0,0.0
1988,ARG,South America,126206817196.091,13,9708216707.391615
1988,ATG,North America,398637727.777778,0,0.0
1988,AUS,Oceania,236065919674.04,35,6744740562.115429
1988,AUT,Europe,133339397080.129,13,10256876698.471462
1988,BEL,Europe,162299103675.261,2,81149551837.6305
1988,BEN,Africa,1620246187.15171,0,0.0
1988,BFA,Africa,2616040645.87263,0,0.0
1988,BGD,Asia,26579005760.2634,0,0.0
1988,BGR,Europe,22555941176.4706,41,550144906.7431854
1988,BHS,North America,2817900000.0,0,0.0
1988,BLZ,North America,320093360.27,0,0.0
1988,BMU,North America,1415100032.0,0,0.0
1988,BOL,South America,4597615622.48273,0,0.0
1988,BRA,South America,258816125587.505,23,11252875025.543695
1988,BRB,North America,1812757917.76463,0,0.0
1988,BRN,Asia,3702393617.02128,0,0.0
1988,BTN,Asia,272241005.229885,0,0.0
1988,BWA,Africa,2644536804.11244,0,0.0
1988,CAF,Africa,1264899368.20165,0,0.0
1988,CAN,North America,507354351182.254,29,17494977626.974277
1988,CHE,Europe,215721878630.493,28,7704352808.231894
1988,CHL,South America,26040229793.0697,1,26040229793.0697
1988,CHN,Asia,312353631207.819,52,6006800600.150365
1988,CIV,Africa,10255170459.986,0,0.0
1988,CMR,Africa,12236058143.0406,0,0.0
1988,COD,Africa,8861299976.74158,0,0.0
1988,COG,Africa,2212536313.33492,0,0.0
1988,COL,South America,39212550050.4223,1,39212550050.4223
1988,CRI,North America,4614629898.40348,1,4614629898.40348
1988,CYP,Europe,4278792597.23965,0,0.0
1988,DJI,Africa,395794538.630775,1,395794538.630775
1988,DNK,Europe,115552846616.653,7,16507549516.664715
1988,DOM,North America,5374314928.42536,0,0.0
1988,DZA,Africa,59089067187.3943,0,0.0
1988,ECU,South America,13051886552.3377,0,0.0
1988,EGY,Africa,34980124929.0176,0,0.0
1988,ESP,Europe,376160409941.437,5,75232081988.2874
1988,FIN,Europe,109058990760.483,38,2869973441.065342
1988,FJI,Oceania,1109976927.91722,0,0.0
1988,FRA,Europe,1018847043277.17,31,32866033654.10226
1988,GAB,Africa,3834503378.34725,0,0.0
1988,GBR,Europe,910122732123.799,54,16854124668.95924
1988,GHA,Africa,5197840979.13416,0,0.0
1988,GIN,Africa,2384295982.38433,0,0.0
1988,GMB,Africa,266673126.229801,0,0.0
1988,GNQ,Africa,100534663.294927,0,0.0
1988,GRC,Europe,76261277924.5736,1,76261277924.5736
1988,GRD,North America,236357523.703704,0,0.0
1988,GTM,North America,7841602824.42748,0,0.0
1988,GUY,South America,413799990.0,0,0.0
1988,HKG,Asia,59707404560.5944,0,0.0
1988,HND,North America,5902717091.41631,0,0.0
1988,HTI,North America,2613926800.0,0,0.0
1988,IDN,Asia,84300174475.7955,3,28100058158.5985
1988,IND,Asia,296588994812.354,0,0.0
1988,IRL,Europe,37772896220.7559,0,0.0
1988,IRN,Asia,123057861333.908,1,123057861333.908
1988,IRQ,Asia,62684516129.0323,0,0.0
1988,ISL,Europe,6106635816.24587,0,0.0
1988,ITA,Europe,891608957155.608,37,24097539382.584
1988,JAM,North America,3828310734.97795,7,546901533.5682786
1988,JOR,Asia,6277197435.2124,0,0.0
1988,JPN,Asia,3071683013178.91,21,146270619675.1862
1988,KEN,Africa,8355380879.12955,9,928375653.2366166
1988,KOR,Asia,199590823957.237,77,2592088622.8212595
1988,KWT,Asia,20692472759.8566,0,0.0
1988,LAO,Asia,598961269.297879,0,0.0
1988,LBN,Asia,3313540067.93246,0,0.0
1988,LIE,Europe,1161757671.01756,1,1161757671.01756
1988,LKA,Asia,6978371581.26375,0,0.0
1988,LSO,Africa,470389179.678909,0,0.0
1988,LUX,Europe,9418167855.18376,0,0.0
1988,MAR,Africa,25705296183.5037,3,8568432061.1679
1988,MCO,Europe,2000674667.1353,0,0.0
1988,MDV,Asia,168514513.375071,0,0.0
1988,MEX,North America,181611549975.804,2,90805774987.902
1988,MLI,Africa,2169040604.50929,0,0.0
1988,MLT,Europe,2019474244.19359,0,0.0
1988,MMR,Asia,1392547742.82535,0,0.0
1988,MNG,Asia,3204461566.66667,1,3204461566.66667
1988,MRT,Africa,1414951854.08606,0,0.0
1988,MUS,Africa,2134517067.65295,0,0.0
1988,MWI,Africa,1379924257.21313,0,0.0
1988,MYS,Asia,35271880250.4964,0,0.0
1988,NER,Africa,2280356338.22867,0,0.0
1988,NGA,Africa,49648470440.4593,0,0.0
1988,NLD,Europe,261910508417.884,52,5036740546.497769
1988,NOR,Europe,101900260856.222,33,3087886692.6127877
1988,NPL,Asia,3487009748.35638,0,0.0
1988,NZL,Oceania,45176811594.2029,24,1882367149.7584543
1988,OMN,Asia,8386215864.75943,0,0.0
1988,PAK,Asia,38472742808.3167,1,38472742808.3167
1988,PAN,North America,5902783400.0,0,0.0
1988,PER,South America,15439408447.2,12,1286617370.6000001
1988,PHL,Asia,43152077817.6509,1,43152077817.6509
1988,PNG,Oceania,3655979702.45646,0,0.0
1988,PRI,North America,26385800000.0,0,0.0
1988,PRT,Europe,56347250696.3788,1,56347250696.3788
1988,PRY,South America,4255683528.33333,0,0.0
1988,QAT,Asia,6038187032.96703,0,0.0
1988,ROU,Europe,40809523809.5238,58,703612479.4745483
1988,RWA,Africa,2395493877.51365,0,0.0
1988,SAU,Asia,88256162069.4259,0,0.0
1988,SDN,Africa,14372555555.5556,0,0.0
1988,SEN,Africa,6418419798.07163,1,6418419798.07163
1988,SGP,Asia,25371462488.1292,0,0.0
1988,SLB,Oceania,176494422.137054,0,0.0
1988,SLE,Africa,1055083945.37738,0,0.0
1988,SLV,North America,4189880000.0,0,0.0
1988,SOM,Africa,1038291284.49695,0,0.0
1988,SUR,South America,1161000000.0,1,1161000000.0
1988,SWE,Europe,206986674500.588,46,4499710315.230174
1988,SWZ,Africa,692016714.317132,0,0.0
1988,SYR,Asia,16574342984.4098,0,0.0
1988,TCD,Africa,1482597298.88419,0,0.0
1988,TGO,Africa,1378847487.41137,0,0.0
1988,THA,Asia,61667199834.7428,1,61667199834.7428
1988,TON,Oceania,106657267.367342,0,0.0
1988,TTO,North America,4496852073.46896,0,0.0
1988,TUN,Africa,10096292842.1543,0,0.0
1988,TUR,Asia,90852814004.9917,2,45426407002.49585
1988,TZA,Africa,5100405772.46327,0,0.0
1988,UGA,Africa,6508931651.66667,0,0.0
1988,URY,South America,8213515458.51139,0,0.0
1988,USA,North America,5236438000000.0,214,24469336448.59813
1988,VCT,North America,200726712.592593,0,0.0
1988,VEN,South America,60226413793.1034,0,0.0
1988,VNM,Asia,25423812648.5941,0,0.0
1988,VUT,Oceania,158351368.433149,0,0.0
1988,WSM,Oceania,133016065.416065,0,0.0
1988,ZMB,Africa,3713614457.83133,0,0.0
1988,ZWE,Africa,7814784100.0,0,0.0
1992,ABW,North America,958659217.877095,0,0.0
1992,AGO,Africa,8307810973.58848,0,0.0
1992,ALB,Europe,652174990.837304,0,0.0
1992,AND,Europe,1210013651.87713,0,0.0
1992,ARE,Asia,54239171887.769,0,0.0
1992,ARG,South America,228788617201.696,2,114394308600.848
1992,ATG,North America,499281481.481481,0,0.0
1992,AUS,Oceania,325480273782.973,57,5710180241.806544
1992,AUT,Europe,195078126721.763,35,5573660763.478943
1992,BEL,Europe,234781652446.675,3,78260550815.55833
1992,BEN,Africa,1695315305.70308,0,0.0
1992,BFA,Africa,3356692517.86417,0,0.0
1992,BGD,Asia,31708874594.1645,0,0.0
1992,BGR,Europe,10350515463.9175,17,608853850.8186765
1992,BHS,North America,3109000000.0,1,3109000000.0
1992,BLZ,North America,518559700.0,0,0.0
1992,BMU,North America,1679900000.0,0,0.0
1992,BOL,South America,5643893347.00679,0,0.0
1992,BRA,South America,328187944300.908,14,23441996021.49343
1992,BRB,North America,1957000000.0,0,0.0
1992,BRN,Asia,4751063829.78723,0,0.0
1992,BTN,Asia,240215763.888889,0,0.0
1992,BWA,Africa,4146513722.33019,0,0.0
1992,CAF,Africa,1411917558.45855,0,0.0
1992,CAN,North America,592387689252.916,80,7404846115.66145
1992,CHE,Europe,280156819798.037,8,35019602474.75462
1992,CHL,South America,45964327558.8836,0,0.0
1992,CHN,Asia,426915712715.856,85,5022537796.657129
1992,CIV,Africa,11152971316.074,0,0.0
1992,CMR,Africa,12071775380.6503,0,0.0
1992,COD,Africa,8227200892.44213,0,0.0
1992,COG,Africa,2933222705.7974,0,0.0
1992,COL,South America,58418985443.3172,1,58418985443.3172
1992,CRI,North America,8564044017.26908,0,0.0
1992,CUB,North America,22085858243.2432,69,320084902.0759884
1992,CYP,Europe,6912150456.32334,0,0.0
1992,DEU,Europe,2131571696931.75,236,9032083461.575212
1992,DJI,Africa,478058304.871118,0,0.0
1992,DNK,Europe,152915654478.885,14,10922546748.491787
1992,DOM,North America,11605382504.0,0,0.0
1992,DZA,Africa,48003078388.5401,2,24001539194.27005
1992,ECU,South America,18094238119.0595,0,0.0
1992,EGY,Africa,41855986519.4235,0,0.0
1992,ESP,Europe,630916018202.503,70,9013085974.321472
1992,ETH,Africa,10492993077.6093,3,3497664359.2031
1992,FIN,Europe,112532519246.084,20,5626625962.3042
1992,FJI,Oceania,1532401862.94079,0,0.0
1992,FRA,Europe,1401465923172.24,69,20311100335.829567
1992,GAB,Africa,5592390848.52647,0,0.0
1992,GBR,Europe,1179659529659.53,50,23593190593.1906
1992,GHA,Africa,6413901601.83066,20,320695080.091533
1992,GIN,Africa,3284620543.22982,0,0.0
1992,GMB,Africa,714255460.503389,0,0.0
1992,GNQ,Africa,134707184.355541,0,0.0
1992,GRC,Europe,116224672863.783,2,58112336431.8915
1992,GRD,North America,310160444.444444,0,0.0
1992,GTM,North America,10440842165.3193,0,0.0
1992,GUY,South America,373573141.486811,0,0.0
1992,HKG,Asia,104272278634.731,0,0.0
1992,HND,North America,4943700431.07368,0,0.0
1992,HTI,North America,2257121668.19352,0,0.0
1992,HUN,Europe,38730585922.2189,45,860679687.1604201
1992,IDN,Asia,128026966579.964,6,21337827763.327335
1992,IND,Asia,288208430383.964,0,0.0
1992,IRL,Europe,55918538121.3989,2,27959269060.69945
1992,IRQ,Asia,553671957.671958,0,0.0
1992,ISL,Europe,7080981738.05606,0,0.0
1992,ITA,Europe,1320161644933.23,66,20002449165.655
1992,JAM,North America,3535460089.80719,4,883865022.4517975
1992,JOR,Asia,5311329067.37276,0,0.0
1992,JPN,Asia,3908809463463.86,59,66251007855.31966
1992,KEN,Africa,8209129171.73649,8,1026141146.4670613
1992,KOR,Asia,355525267405.367,56,6348665489.381554
1992,KWT,Asia,19858555214.7239,0,0.0
1992,LAO,Asia,1127806944.61513,0,0.0
1992,LBN,Asia,5843579160.90122,0,0.0
1992,LBY,Africa,33881392045.4545,0,0.0
1992,LIE,Europe,1631197909.259,0,0.0
1992,LKA,Asia,9703011635.86585,0,0.0
1992,LSO,Africa,831033941.093969,0,0.0
1992,LUX,Europe,15518702634.8808,2,7759351317.4404
1992,MAR,Africa,33711069430.78,3,11237023143.593332
1992,MCO,Europe,2737192565.05576,0,0.0
1992,MDG,Africa,3714967007.18602,0,0.0
1992,MDV,Asia,284874919.577641,0,0.0
1992,MEX,North America,363157598242.27,1,363157598242.27
1992,MLI,Africa,2830673380.79743,0,0.0
1992,MLT,Europe,3021910216.71827,0,0.0
1992,MMR,Asia,2216072577.11344,0,0.0
1992,MNG,Asia,1317611863.84977,2,658805931.924885
1992,MOZ,Africa,2639953230.54915,0,0.0
1992,MRT,Africa,2164292208.16528,0,0.0
1992,MUS,Africa,3224267547.80508,0,0.0
1992,MWI,Africa,1799517081.56412,0,0.0
1992,MYS,Asia,59167550162.956,2,29583775081.478
1992,NAM,Africa,3429538534.36185,2,1714769267.180925
1992,NER,Africa,3386232592.01834,0,0.0
1992,NGA,Africa,47794925814.7558,11,4344993255.88689
1992,NIC,North America,1792800000.0,0,0.0
1992,NLD,Europe,362962872180.451,37,9809807356.228405
1992,NOR,Europe,130838040067.584,47,2783788086.5443406
1992,NPL,Asia,3401211581.29176,0,0.0
1992,NZL,Oceania,41649829859.6342,16,2603114366.2271376
1992,OMN,Asia,12452275682.7048,0,0.0
1992,PAK,Asia,48884606848.1265,16,3055287928.0079064
1992,PAN,North America,8042337700.0,0,0.0
1992,PER,South America,35966302303.263,1,35966302303.263
1992,PHL,Asia,60422309295.4434,1,60422309295.4434
1992,PNG,Oceania,4377980510.05598,0,0.0
1992,POL,Europe,94337050693.2727,46,2050805449.8537545
1992,PRI,North America,34630430000.0,1,34630430000.0
1992,PRT,Europe,107592098307.098,0,0.0
1992,PRY,South America,7157424031.06045,0,0.0
1992,QAT,Asia,7646153983.51648,1,7646153983.51648
1992,ROU,Europe,25121666666.6667,53,473993710.6918245
1992,RWA,Africa,2029026704.02707,0,0.0
1992,SAU,Asia,137087876662.216,0,0.0
1992,SDN,Africa,7034219712.52567,0,0.0
1992,SEN,Africa,7769817869.31065,0,0.0
1992,SGP,Asia,52130263965.6231,0,0.0
1992,SLB,Oceania,269034595.812985,0,0.0
1992,SLE,Africa,679997997.597117,0,0.0
1992,SLV,North America,5813399300.0,0,0.0
1992,SUR,South America,404600000.0,1,404600000.0
1992,SWE,Europe,284321115594.629,42,6769550371.300692
1992,SWZ,Africa,1284766234.2216,0,0.0
1992,SYC,Africa,433667193.814795,0,0.0
1992,SYR,Asia,33107349665.9243,0,0.0
1992,TCD,Africa,1881847676.80752,0,0.0
1992,TGO,Africa,1692959110.18022,0,0.0
1992,THA,Asia,111452869378.467,1,111452869378.467
1992,TON,Oceania,137066290.550071,0,0.0
1992,TTO,North America,5439552941.17647,0,0.0
1992,TUN,Africa,15497286295.7938,0,0.0
1992,TUR,Asia,158459130434.783,6,26409855072.463833
1992,TZA,Africa,4601413263.52894,0,0.0
1992,UGA,Africa,2857457860.05088,0,0.0
1992,URY,South America,12878199880.9839,0,0.0
1992,USA,North America,6520327000000.0,238,27396331932.77311
1992,VCT,North America,277955555.555556,0,0.0
1992,VEN,South America,60401798245.614,0,0.0
1992,VNM,Asia,9866990236.43587,0,0.0
1992,VUT,Oceania,209088824.608438,0,0.0
1992,WSM,Oceania,132303041.36253,0,0.0
1992,YEM,Asia,6463649985.01648,0,0.0
1992,ZAF,Africa,146956872370.266,3,48985624123.422
1992,ZMB,Africa,3181921787.7095,0,0.0
1992,ZWE,Africa,6751472200.0,0,0.0
1994,AND,Europe,1017549124.33238,0,0.0
1994,ARG,South America,257440000000.0,0,0.0
1994,ARM,Asia,1315158636.67553,0,0.0
1994,AUS,Oceania,322807333102.733,4,80701833275.68324
1994,AUT,Europe,203535242741.838,12,16961270228.486502
1994,BEL,Europe,244884129491.198,0,0.0
1994,BGR,Europe,9697416974.16974,0,0.0
1994,BIH,Europe,1255802469.1358,0,0.0
1994,BLR,Europe,14932024169.1843,2,7466012084.59215
1994,BMU,North America,1867160100.0,0,0.0
1994,BRA,South America,525369851353.742,0,0.0
1994,CAN,North America,578139279437.61,37,15625385930.746216
1994,CHE,Europe,301628489434.818,16,18851780589.676125
1994,CHL,South America,57008425295.8256,0,0.0
1994,CHN,Asia,564324670008.238,3,188108223336.07935
1994,CYP,Europe,7425703928.57143,0,0.0
1994,CZE,Europe,47850203856.1751,0,0.0
1994,DEU,Europe,2205074123177.05,40,55126853079.42625
1994,DNK,Europe,156162386724.523,0,0.0
1994,ESP,Europe,530562634455.347,0,0.0
1994,FIN,Europe,103299943084.804,30,3443331436.1601334
1994,FJI,Oceania,1825763267.53637,0,0.0
1994,FRA,Europe,1393982750472.59,11,126725704588.41728
1994,GBR,Europe,1140489745944.29,3,380163248648.0967
1994,GEO,Asia,2514070771.80273,0,0.0
1994,GRC,Europe,116601801966.292,0,0.0
1994,HUN,Europe,43166678735.2183,0,0.0
1994,ISL,Europe,6389460342.78656,0,0.0
1994,ITA,Europe,1099216688280.5,32,34350521508.765625
1994,JAM,North America,5452564385.43307,0,0.0
1994,JPN,Asia,4998797547740.97,10,499879754774.097
1994,KAZ,Asia,21250792886.1054,3,7083597628.7018
1994,KGZ,Asia,1681006993.00699,0,0.0
1994,KOR,Asia,463617399962.661,9,51513044440.29567
1994,LIE,Europe,1948118227.68151,0,0.0
1994,LUX,Europe,17701798890.7644,0,0.0
1994,MCO,Europe,2720310018.90359,0,0.0
1994,MEX,North America,527813238126.278,0,0.0
1994,MNG,Asia,925817092.217484,0,0.0
1994,NLD,Europe,379130260322.073,4,94782565080.51825
1994,NOR,Europe,127131461119.927,30,4237715370.664233
1994,NZL,Oceania,55314732279.1379,0,0.0
1994,POL,Europe,110803391516.698,0,0.0
1994,PRI,North America,39690630000.0,0,0.0
1994,PRT,Europe,99688641304.3478,0,0.0
1994,ROU,Europe,30074440483.3837,0,0.0
1994,RUS,Europe,395077301248.464,36,10974369479.124
1994,SEN,Africa,5034588159.28612,0,0.0
1994,SVK,Europe,20162936291.375,0,0.0
1994,SWE,Europe,229033566614.826,24,9543065275.61775
1994,TTO,North America,4947205860.01451,0,0.0
1994,TUR,Asia,130690172297.297,0,0.0
1994,UKR,Europe,52543387167.1759,2,26271693583.58795
1994,USA,North America,7287236000000.0,19,383538736842.1053
1994,UZB,Asia,12899156990.6156,1,12899156990.6156
1994,ZAF,Africa,153512625915.287,0,0.0
1996,ABW,North America,1379888268.15642,0,0.0
1996,AGO,Africa,7526446605.51712,0,0.0
1996,ALB,Europe,3199641335.93751,0,0.0
1996,AND,Europe,1223945356.62682,0,0.0
1996,ARE,Asia,73571233996.1863,0,0.0
1996,ARG,South America,272149750000.0,20,13607487500.0
1996,ARM,Asia,1596968946.23708,2,798484473.11854
1996,ATG,North America,633729629.62963,0,0.0
1996,AUS,Oceania,401089529590.288,132,3038557042.350667
1996,AUT,Europe,237250948791.266,3,79083649597.08867
1996,AZE,Asia,3176333837.03359,1,3176333837.03359
1996,BDI,Africa,869033856.317093,1,869033856.317093
1996,BEL,Europe,279201433224.756,6,46533572204.126
1996,BEN,Africa,2361116587.86079,0,0.0
1996,BFA,Africa,2586550747.09844,0,0.0
1996,BGD,Asia,46438484107.5795,0,0.0
1996,BGR,Europe,12294221472.7375,21,585439117.7494047
1996,BHS,North America,3609000000.0,5,721800000.0
1996,BIH,Europe,2786045321.63743,0,0.0
1996,BLR,Europe,14756846153.8462,23,641602006.6889652
1996,BLZ,North America,641660000.0,0,0.0
1996,BMU,North America,2695390000.0,0,0.0
1996,BOL,South America,7396966618.05857,0,0.0
1996,BRA,South America,850426433004.077,63,13498832269.905985
1996,BRB,North America,2363645403.47039,0,0.0
1996,BRN,Asia,5115602836.87943,0,0.0
1996,BRN,Asia,6101861436.17021,0,0.0
1996,BTN,Asia,303435517.922664,0,0.0
1996,BWA,Africa,4847752842.78924,0,0.0
1996,CAF,Africa,1007791186.20106,0,0.0
1996,CAN,North America,628546387972.131,50,12570927759.44262
1996,CHE,Europe,340471241909.385,11,30951931082.671364
1996,CHL,South America,78574385335.5811,0,0.0
1996,CHN,Asia,863746717507.397,106,8148553938.749028
1996,CIV,Africa,18071153890.3932,0,0.0
1996,CMR,Africa,11093539497.029,0,0.0
1996,COD,Africa,5771454939.62404,0,0.0
1996,COG,Africa,2540697537.70424,0,0.0
1996,COL,South America,97160109277.8087,0,0.0
1996,COM,Africa,396053797.633321,0,0.0
1996,CPV,Africa,501979069.274683,0,0.0
1996,CRI,North America,11678424507.2457,1,11678424507.2457
1996,CUB,North America,25017368700.0,55,454861249.09090906
1996,CYP,Europe,10011918444.1656,0,0.0
1996,CZE,Europe,67387788632.9812,13,5183676048.690862
1996,DEU,Europe,2497244606186.64,124,20139069404.73097
1996,DJI,Africa,494004647.73437,0,0.0
1996,DMA,North America,292285185.185185,0,0.0
1996,DNK,Europe,187632346387.984,23,8157928103.825392
1996,DOM,North America,18241691857.3544,0,0.0
1996,DZA,Africa,46941582519.4661,3,15647194173.155367
1996,ECU,South America,25226393196.5983,1,25226393196.5983
1996,EGY,Africa,67629716981.1321,0,0.0
1996,ESP,Europe,642588992512.807,66,9736196856.254652
1996,EST,Europe,4786018988.16491,0,0.0
1996,ETH,Africa,8547939730.62374,3,2849313243.541247
1996,FIN,Europe,132129174216.93,4,33032293554.2325
1996,FJI,Oceania,2128696643.62574,0,0.0
1996,FRA,Europe,1605675086549.56,51,31483825226.461964
1996,GAB,Africa,5694040336.82571,0,0.0
1996,GBR,Europe,1421514820592.82,26,54673646945.87769
1996,GEO,Asia,3095047603.8083,2,1547523801.90415
1996,GHA,Africa,6934984709.48012,0,0.0
1996,GIN,Africa,3868968301.91851,0,0.0
1996,GMB,Africa,848237108.56163,0,0.0
1996,GNB,Africa,270419779.418107,0,0.0
1996,GNQ,Africa,232463036.435759,0,0.0
1996,GRC,Europe,145861612400.906,8,18232701550.11325
1996,GRD,North America,366911444.444444,0,0.0
1996,GTM,North America,15674835615.3139,0,0.0
1996,GUY,South America,705406001.424501,0,0.0
1996,HKG,Asia,159717233621.659,1,159717233621.659
1996,HND,North America,5215028986.48649,0,0.0
1996,HRV,Europe,24075166261.3779,28,859827366.4777821
1996,HTI,North America,2907514522.92503,0,0.0
1996,HUN,Europe,46658755151.6017,43,1085087329.1070163
1996,IDN,Asia,227369679374.973,6,37894946562.4955
1996,IND,Asia,392897054348.071,1,392897054348.071
1996,IRL,Europe,75790786290.3226,4,18947696572.58065
1996,IRN,Asia,120403931885.441,3,40134643961.81367
1996,IRQ,Asia,10433698621.3427,0,0.0
1996,ISL,Europe,7426082270.67669,0,0.0
1996,ISR,Asia,110180666416.017,1,110180666416.017
1996,ITA,Europe,1312426527795.21,71,18484880673.17197
1996,JAM,North America,7393883554.77969,16,462117722.1737306
1996,JOR,Asia,6928359238.36389,0,0.0
1996,JPN,Asia,4923391533851.63,42,117223607948.84833
1996,KAZ,Asia,21035368250.8881,11,1912306204.626191
1996,KEN,Africa,12045858436.2399,8,1505732304.5299876
1996,KGZ,Asia,1827570586.16784,0,0.0
1996,KHM,Asia,3506695719.57259,0,0.0
1996,KNA,North America,333944444.444444,0,0.0
1996,KOR,Asia,610169556840.077,66,9244993285.455713
1996,KWT,Asia,31493319973.2799,0,0.0
1996,LAO,Asia,1873671550.34636,0,0.0
1996,LBN,Asia,13690217333.2697,0,0.0
1996,LBY,Africa,27884615384.6154,0,0.0
1996,LCA,North America,788888888.888889,0,0.0
1996,LIE,Europe,2504033252.42718,0,0.0
1996,LKA,Asia,13897738375.2488,0,0.0
1996,LSO,Africa,946123275.88212,0,0.0
1996,LTU,Europe,8382519637.46224,11,762047239.7692946
1996,LUX,Europe,20895314657.9805,0,0.0
1996,LVA,Europe,5975248851.45482,1,5975248851.45482
1996,MAR,Africa,43161452678.4383,2,21580726339.21915
1996,MCO,Europe,3137673291.44762,0,0.0
1996,MDA,Europe,1695122173.91304,3,565040724.6376799
1996,MDG,Africa,4931861239.07864,0,0.0
1996,MDV,Asia,450382327.952421,0,0.0
1996,MEX,North America,410975595310.156,1,410975595310.156
1996,MKD,Europe,4642018353.67211,0,0.0
1996,MLI,Africa,2780422047.73085,0,0.0
1996,MLT,Europe,3822882801.33397,0,0.0
1996,MMR,Asia,5759624742.26804,0,0.0
1996,MNG,Asia,1345719472.35883,1,1345719472.35883
1996,MOZ,Africa,3856799844.1609,1,3856799844.1609
1996,MRT,Africa,2132081881.91398,0,0.0
1996,MUS,Africa,4421943910.49749,0,0.0
1996,MWI,Africa,2281034131.36493,0,0.0
1996,MYS,Asia,100855393910.486,3,33618464636.828663
1996,NAM,Africa,3989208661.87519,2,1994604330.937595
1996,NER,Africa,2405687081.12795,0,0.0
1996,NGA,Africa,51075815092.5,24,2128158962.1875
1996,NIC,North America,4308351902.78601,0,0.0
1996,NLD,Europe,450490196078.431,73,6171098576.416863
1996,NOR,Europe,163520109150.671,23,7109569963.072652
1996,NPL,Asia,4521580381.47139,0,0.0
1996,NZL,Oceania,70140835299.0148,9,7793426144.334978
1996,OMN,Asia,15277763328.9987,0,0.0
1996,PAK,Asia,63320122807.1223,0,0.0
1996,PAN,North America,9870494000.0,0,0.0
1996,PER,South America,55252414130.3019,0,0.0
1996,PHL,Asia,94648084429.0341,1,94648084429.0341
1996,PNG,Oceania,5155311077.38998,0,0.0
1996,POL,Europe,160193242090.427,22,7281511004.110318
1996,PRI,North America,45340835000.0,1,45340835000.0
1996,PRT,Europe,122630089680.27,3,40876696560.090004
1996,PRY,South America,9788391780.52421,0,0.0
1996,QAT,Asia,9059340384.61539,0,0.0
1996,ROU,Europe,36937074278.3004,38,972028270.4815894
1996,RUS,Europe,391724890744.498,115,3406303397.7782435
1996,RWA,Africa,1382334879.40812,0,0.0
1996,SAU,Asia,158662398744.993,0,0.0
1996,SDN,Africa,9018243044.45155,0,0.0
1996,SEN,Africa,6559712550.65952,0,0.0
1996,SGP,Asia,96295886524.8227,0,0.0
1996,SLB,Oceania,510580417.227456,0,0.0
1996,SLE,Africa,941742152.709895,0,0.0
1996,SLV,North America,9586327800.0,0,0.0
1996,SUR,South America,861411471.321696,0,0.0
1996,SVK,Europe,27925036755.3866,3,9308345585.128866
1996,SVN,Europe,21507232648.7252,2,10753616324.3626
1996,SWE,Europe,291743811512.079,31,9411090693.938032
1996,SWZ,Africa,1602760100.48147,0,0.0
1996,SYC,Africa,503068472.20266,0,0.0
1996,SYR,Asia,61546280623.608,1,61546280623.608
1996,TCD,Africa,1607345450.04578,0,0.0
